Simulation Time,Conveyor:Statistics:PartsEntered,Pick And Place Process:Statistics:PartsEntered,Conveyor #2:Statistics:PartsEntered,Pick And Place Process #2:Statistics:PartsEntered,Conveyor #3:Statistics:PartsEntered,Pick And Place Process #3:Statistics:PartsEntered,Conveyor #4:Statistics:PartsEntered,Pick And Place Process #4:Statistics:PartsEntered,Conveyor #5:Statistics:PartsEntered,Pick And Place Process #5:Statistics:PartsEntered,Conveyor #6:Statistics:PartsEntered,Pick And Place Process #6:Statistics:PartsEntered,Conveyor #7:Statistics:PartsEntered,Conveyor #8:Statistics:PartsEntered,Conveyor:Statistics:PartsCurrent,Pick And Place Process:Statistics:PartsCurrent,Conveyor #2:Statistics:PartsCurrent,Pick And Place Process #2:Statistics:PartsCurrent,Conveyor #3:Statistics:PartsCurrent,Pick And Place Process #3:Statistics:PartsCurrent,Conveyor #4:Statistics:PartsCurrent,Pick And Place Process #4:Statistics:PartsCurrent,Conveyor #5:Statistics:PartsCurrent,Pick And Place Process #5:Statistics:PartsCurrent,Conveyor #6:Statistics:PartsCurrent,Pick And Place Process #6:Statistics:PartsCurrent,Conveyor #7:Statistics:PartsCurrent,Conveyor #8:Statistics:PartsCurrent,Conveyor:Statistics:PartsExited,Pick And Place Process:Statistics:PartsExited,Conveyor #2:Statistics:PartsExited,Pick And Place Process #2:Statistics:PartsExited,Conveyor #3:Statistics:PartsExited,Pick And Place Process #3:Statistics:PartsExited,Conveyor #4:Statistics:PartsExited,Pick And Place Process #4:Statistics:PartsExited,Conveyor #5:Statistics:PartsExited,Pick And Place Process #5:Statistics:PartsExited,Conveyor #6:Statistics:PartsExited,Pick And Place Process #6:Statistics:PartsExited,Conveyor #7:Statistics:PartsExited,Conveyor #8:Statistics:PartsExited
598,33,0,24,0,16,0,11,0,5,0,0,0,0,0,8,0,7,0,4,0,5,0,4,0,0,0,0,0,25,0,17,0,12,0,6,0,1,0,0,0,0,0
599,33,0,24,0,16,0,11,0,5,0,0,0,0,0,8,0,7,0,4,0,5,0,4,0,0,0,0,0,25,0,17,0,12,0,6,0,1,0,0,0,0,0
600,33,0,24,0,16,0,11,0,5,0,0,0,0,0,8,0,7,0,4,0,5,0,4,0,0,0,0,0,25,0,17,0,12,0,6,0,1,0,0,0,0,0
601,33,0,24,0,16,0,11,0,5,0,0,0,0,0,8,0,7,0,4,0,5,0,4,0,0,0,0,0,25,0,17,0,12,0,6,0,1,0,0,0,0,0
602,33,0,24,0,16,0,11,0,5,0,0,0,0,0,8,0,7,0,4,0,5,0,4,0,0,0,0,0,25,0,17,0,12,0,6,0,1,0,0,0,0,0
603,33,0,24,0,17,0,11,0,5,0,0,0,0,0,8,0,7,0,5,0,5,0,4,0,0,0,0,0,25,0,17,0,12,0,6,0,1,0,0,0,0,0
604,33,0,24,0,17,0,11,0,5,0,0,0,0,0,8,0,6,0,5,0,5,0,4,0,0,0,0,0,25,0,18,0,12,0,6,0,1,0,0,0,0,0
605,33,0,24,0,17,0,11,0,5,0,0,0,0,0,8,0,6,0,5,0,5,0,4,0,0,0,0,0,25,0,18,0,12,0,6,0,1,0,0,0,0,0
606,33,0,24,0,17,0,11,0,5,0,0,0,0,0,8,0,6,0,5,0,5,0,4,0,0,0,0,0,25,0,18,0,12,0,6,0,1,0,0,0,0,0
607,33,0,24,0,17,0,11,0,5,0,0,0,0,0,8,0,6,0,5,0,5,0,4,0,0,0,0,0,25,0,18,0,12,0,6,0,1,0,0,0,0,0
608,33,0,24,0,17,0,11,0,5,0,0,0,0,0,8,0,6,0,5,0,5,0,4,0,0,0,0,0,25,0,18,0,12,0,6,0,1,0,0,0,0,0
609,33,0,24,0,17,0,11,0,5,0,0,0,0,0,7,0,6,0,4,0,5,0,4,0,0,0,0,0,26,0,18,0,13,0,6,0,1,0,0,0,0,0
610,33,0,24,0,17,0,11,0,5,0,0,0,0,0,7,0,6,0,4,0,5,0,4,0,0,0,0,0,26,0,18,0,13,0,6,0,1,0,0,0,0,0
611,33,0,24,0,17,0,11,0,6,0,0,0,0,0,7,0,6,0,4,0,5,0,5,0,0,0,0,0,26,0,18,0,13,0,6,0,1,0,0,0,0,0
612,33,0,24,0,17,0,12,0,6,0,0,0,0,0,7,0,6,0,4,0,6,0,5,0,0,0,0,0,26,0,18,0,13,0,6,0,1,0,0,0,0,0
613,33,0,25,0,17,0,12,0,6,0,0,0,0,0,7,0,7,0,4,0,5,0,5,0,0,0,0,0,26,0,18,0,13,0,7,0,1,0,0,0,0,0
614,33,0,25,0,17,0,12,0,6,0,0,0,0,0,7,0,7,0,4,0,5,0,5,0,0,0,0,0,26,0,18,0,13,0,7,0,1,0,0,0,0,0
615,33,0,25,0,17,0,12,0,6,0,0,0,0,0,7,0,7,0,4,0,5,0,5,0,0,0,0,0,26,0,18,0,13,0,7,0,1,0,0,0,0,0
616,33,0,25,0,17,0,12,0,6,0,0,0,0,0,7,0,7,0,4,0,5,0,5,0,0,0,0,0,26,0,18,0,13,0,7,0,1,0,0,0,0,0
617,34,0,25,0,17,0,12,0,6,0,0,0,0,0,8,0,7,0,4,0,5,0,5,0,0,0,0,0,26,0,18,0,13,0,7,0,1,0,0,0,0,0
618,34,0,25,0,17,0,12,0,6,0,0,0,0,0,8,0,7,0,4,0,5,0,5,0,0,0,0,0,26,0,18,0,13,0,7,0,1,0,0,0,0,0
619,34,0,25,0,17,0,12,0,6,0,0,0,0,0,8,0,7,0,4,0,5,0,4,0,0,0,0,0,26,0,18,0,13,0,7,0,2,0,0,0,0,0
620,34,0,25,0,17,0,12,0,6,0,0,0,0,0,8,0,7,0,4,0,5,0,4,0,0,0,0,0,26,0,18,0,13,0,7,0,2,0,0,0,0,0
621,34,0,25,0,18,0,12,0,6,0,0,0,0,0,8,0,7,0,5,0,5,0,4,0,0,0,0,0,26,0,18,0,13,0,7,0,2,0,0,0,0,0
622,34,0,25,0,18,0,12,0,6,0,0,0,0,0,8,0,7,0,5,0,5,0,4,0,0,0,0,0,26,0,18,0,13,0,7,0,2,0,0,0,0,0
623,34,0,25,0,18,0,12,0,6,0,0,0,0,0,8,0,7,0,5,0,5,0,4,0,0,0,0,0,26,0,18,0,13,0,7,0,2,0,0,0,0,0
624,34,0,25,0,18,0,12,0,6,0,0,0,0,0,8,0,7,0,5,0,5,0,4,0,0,0,0,0,26,0,18,0,13,0,7,0,2,0,0,0,0,0
625,34,0,25,0,18,0,12,0,6,0,0,0,0,0,8,0,6,0,5,0,5,0,4,0,0,0,0,0,26,0,19,0,13,0,7,0,2,0,0,0,0,0
626,34,0,25,0,18,0,13,0,6,0,1,0,0,0,8,0,6,0,5,0,6,0,4,0,1,0,0,0,26,0,19,0,13,0,7,0,2,0,0,0,0,0
627,34,0,25,0,18,0,13,0,6,0,1,0,0,0,8,0,6,0,5,0,6,0,4,0,1,0,0,0,26,0,19,0,13,0,7,0,2,0,0,0,0,0
628,34,0,25,0,18,0,13,0,6,0,1,0,0,0,8,0,6,0,5,0,6,0,4,0,1,0,0,0,26,0,19,0,13,0,7,0,2,0,0,0,0,0
629,34,0,25,0,18,0,13,0,6,0,1,0,0,0,7,0,6,0,4,0,6,0,4,0,1,0,0,0,27,0,19,0,14,0,7,0,2,0,0,0,0,0
630,34,0,25,0,18,0,13,0,7,0,1,0,0,0,7,0,6,0,4,0,6,0,5,0,1,0,0,0,27,0,19,0,14,0,7,0,2,0,0,0,0,0
631,34,0,25,0,18,0,13,0,7,0,1,0,0,0,7,0,6,0,4,0,6,0,5,0,1,0,0,0,27,0,19,0,14,0,7,0,2,0,0,0,0,0
632,34,0,25,0,18,0,13,0,7,0,1,0,0,0,7,0,6,0,4,0,6,0,5,0,1,0,0,0,27,0,19,0,14,0,7,0,2,0,0,0,0,0
633,34,0,26,0,18,0,13,0,7,0,1,0,0,0,7,0,7,0,4,0,5,0,5,0,1,0,0,0,27,0,19,0,14,0,8,0,2,0,0,0,0,0
634,34,0,26,0,18,0,13,0,7,0,1,0,0,0,7,0,7,0,4,0,5,0,5,0,1,0,0,0,27,0,19,0,14,0,8,0,2,0,0,0,0,0
635,34,0,26,0,18,0,13,0,7,0,1,0,0,0,7,0,7,0,4,0,5,0,5,0,1,0,0,0,27,0,19,0,14,0,8,0,2,0,0,0,0,0
636,34,0,26,0,18,0,13,0,7,0,1,0,0,0,7,0,7,0,4,0,5,0,5,0,1,0,0,0,27,0,19,0,14,0,8,0,2,0,0,0,0,0
637,35,0,26,0,18,0,13,0,7,0,1,0,0,0,8,0,7,0,4,0,5,0,5,0,1,0,0,0,27,0,19,0,14,0,8,0,2,0,0,0,0,0
638,35,0,26,0,18,0,13,0,7,0,1,0,0,0,8,0,7,0,4,0,5,0,5,0,1,0,0,0,27,0,19,0,14,0,8,0,2,0,0,0,0,0
639,35,0,26,0,18,0,13,0,7,0,1,0,0,0,8,0,7,0,4,0,5,0,4,0,1,0,0,0,27,0,19,0,14,0,8,0,3,0,0,0,0,0
640,35,0,26,0,18,0,13,0,7,0,1,0,0,0,8,0,7,0,4,0,5,0,4,0,1,0,0,0,27,0,19,0,14,0,8,0,3,0,0,0,0,0
641,35,0,26,0,18,0,13,0,7,0,1,0,0,0,8,0,7,0,4,0,5,0,4,0,1,0,0,0,27,0,19,0,14,0,8,0,3,0,0,0,0,0
642,35,0,26,0,19,0,13,0,7,0,1,0,0,0,8,0,7,0,5,0,5,0,4,0,1,0,0,0,27,0,19,0,14,0,8,0,3,0,0,0,0,0
643,35,0,26,0,19,0,13,0,7,0,1,0,0,0,8,0,7,0,5,0,5,0,4,0,1,0,0,0,27,0,19,0,14,0,8,0,3,0,0,0,0,0
644,35,0,26,0,19,0,13,0,7,0,1,0,0,0,8,0,7,0,5,0,5,0,4,0,1,0,0,0,27,0,19,0,14,0,8,0,3,0,0,0,0,0
645,35,0,26,0,19,0,13,0,7,0,1,0,0,0,8,0,6,0,5,0,5,0,4,0,1,0,0,0,27,0,20,0,14,0,8,0,3,0,0,0,0,0
646,35,0,26,0,19,0,14,0,7,0,1,0,0,0,8,0,6,0,5,0,6,0,4,0,1,0,0,0,27,0,20,0,14,0,8,0,3,0,0,0,0,0
647,35,0,26,0,19,0,14,0,7,0,2,0,0,0,8,0,6,0,5,0,6,0,4,0,2,0,0,0,27,0,20,0,14,0,8,0,3,0,0,0,0,0
648,35,0,26,0,19,0,14,0,7,0,2,0,0,0,8,0,6,0,5,0,6,0,4,0,2,0,0,0,27,0,20,0,14,0,8,0,3,0,0,0,0,0
649,35,0,26,0,19,0,14,0,7,0,2,0,0,0,7,0,6,0,5,0,6,0,4,0,2,0,0,0,28,0,20,0,14,0,8,0,3,0,0,0,0,0
650,35,0,26,0,19,0,14,0,7,0,2,0,0,0,7,0,6,0,4,0,6,0,4,0,2,0,0,0,28,0,20,0,15,0,8,0,3,0,0,0,0,0
651,35,0,26,0,19,0,14,0,8,0,2,0,0,0,7,0,6,0,4,0,6,0,5,0,2,0,0,0,28,0,20,0,15,0,8,0,3,0,0,0,0,0
652,35,0,26,0,19,0,14,0,8,0,2,0,0,0,7,0,6,0,4,0,6,0,5,0,2,0,0,0,28,0,20,0,15,0,8,0,3,0,0,0,0,0
653,35,0,27,0,19,0,14,0,8,0,2,0,0,0,7,0,7,0,4,0,6,0,5,0,2,0,0,0,28,0,20,0,15,0,8,0,3,0,0,0,0,0
654,35,0,27,0,19,0,14,0,8,0,2,0,0,0,7,0,7,0,4,0,5,0,5,0,2,0,0,0,28,0,20,0,15,0,9,0,3,0,0,0,0,0
655,35,0,27,0,19,0,14,0,8,0,2,0,0,0,7,0,7,0,4,0,5,0,5,0,2,0,0,0,28,0,20,0,15,0,9,0,3,0,0,0,0,0
656,35,0,27,0,19,0,14,0,8,0,2,0,0,0,7,0,7,0,4,0,5,0,5,0,2,0,0,0,28,0,20,0,15,0,9,0,3,0,0,0,0,0
657,36,0,27,0,19,0,14,0,8,0,2,0,0,0,8,0,7,0,4,0,5,0,4,0,2,0,0,0,28,0,20,0,15,0,9,0,4,0,0,0,0,0
658,36,0,27,0,19,0,14,0,8,0,2,0,0,0,8,0,6,0,4,0,5,0,4,0,2,0,0,0,28,0,21,0,15,0,9,0,4,0,0,0,0,0
659,36,0,27,0,19,0,14,0,8,0,2,0,0,0,8,0,6,0,4,0,5,0,4,0,2,0,0,0,28,0,21,0,15,0,9,0,4,0,0,0,0,0
660,36,0,27,0,19,0,14,0,8,0,2,0,0,0,8,0,6,0,4,0,5,0,4,0,2,0,0,0,28,0,21,0,15,0,9,0,4,0,0,0,0,0
661,36,0,27,0,19,0,14,0,8,0,2,0,0,0,8,0,6,0,4,0,5,0,4,0,2,0,0,0,28,0,21,0,15,0,9,0,4,0,0,0,0,0
662,36,0,27,0,20,0,14,0,8,0,2,0,0,0,8,0,6,0,5,0,5,0,4,0,2,0,0,0,28,0,21,0,15,0,9,0,4,0,0,0,0,0
663,36,0,27,0,20,0,14,0,8,0,2,0,0,0,8,0,6,0,5,0,5,0,4,0,2,0,0,0,28,0,21,0,15,0,9,0,4,0,0,0,0,0
664,36,0,27,0,20,0,14,0,8,0,2,0,0,0,8,0,6,0,5,0,5,0,4,0,2,0,0,0,28,0,21,0,15,0,9,0,4,0,0,0,0,0
665,36,0,27,0,20,0,14,0,8,0,2,0,0,0,8,0,6,0,5,0,5,0,4,0,2,0,0,0,28,0,21,0,15,0,9,0,4,0,0,0,0,0
666,36,0,27,0,20,0,14,0,8,0,2,0,0,0,8,0,6,0,5,0,5,0,4,0,2,0,0,0,28,0,21,0,15,0,9,0,4,0,0,0,0,0
667,36,0,27,0,20,0,14,0,8,0,3,0,0,0,8,0,6,0,5,0,5,0,4,0,3,0,0,0,28,0,21,0,15,0,9,0,4,0,0,0,0,0
668,36,0,27,0,20,0,15,0,8,0,3,0,0,0,7,0,6,0,5,0,6,0,4,0,3,0,0,0,29,0,21,0,15,0,9,0,4,0,0,0,0,0
669,36,0,27,0,20,0,15,0,8,0,3,0,0,0,7,0,6,0,4,0,6,0,4,0,3,0,0,0,29,0,21,0,16,0,9,0,4,0,0,0,0,0
670,36,0,27,0,20,0,15,0,8,0,3,0,0,0,7,0,6,0,4,0,6,0,4,0,3,0,0,0,29,0,21,0,16,0,9,0,4,0,0,0,0,0
671,36,0,27,0,20,0,15,0,8,0,3,0,0,0,7,0,5,0,4,0,6,0,4,0,3,0,0,0,29,0,22,0,16,0,9,0,4,0,0,0,0,0
672,36,0,27,0,20,0,15,0,9,0,3,0,0,0,7,0,5,0,4,0,6,0,5,0,3,0,0,0,29,0,22,0,16,0,9,0,4,0,0,0,0,0
673,36,0,28,0,20,0,15,0,9,0,3,0,0,0,7,0,6,0,4,0,5,0,5,0,3,0,0,0,29,0,22,0,16,0,10,0,4,0,0,0,0,0
674,36,0,28,0,20,0,15,0,9,0,3,0,0,0,7,0,6,0,4,0,5,0,5,0,3,0,0,0,29,0,22,0,16,0,10,0,4,0,0,0,0,0
675,36,0,28,0,21,0,15,0,9,0,3,0,0,0,7,0,6,0,5,0,5,0,5,0,3,0,0,0,29,0,22,0,16,0,10,0,4,0,0,0,0,0
676,36,0,28,0,21,0,15,0,9,0,3,0,0,0,7,0,6,0,5,0,5,0,5,0,3,0,0,0,29,0,22,0,16,0,10,0,4,0,0,0,0,0
677,37,0,28,0,21,0,15,0,9,0,3,0,0,0,8,0,6,0,5,0,5,0,5,0,3,0,0,0,29,0,22,0,16,0,10,0,4,0,0,0,0,0
678,37,0,28,0,21,0,15,0,9,0,3,0,0,0,8,0,6,0,5,0,5,0,4,0,3,0,0,0,29,0,22,0,16,0,10,0,5,0,0,0,0,0
679,37,0,28,0,21,0,15,0,9,0,3,0,0,0,8,0,6,0,5,0,5,0,4,0,3,0,0,0,29,0,22,0,16,0,10,0,5,0,0,0,0,0
680,37,0,28,0,21,0,15,0,9,0,3,0,0,0,8,0,6,0,5,0,5,0,4,0,3,0,0,0,29,0,22,0,16,0,10,0,5,0,0,0,0,0
681,37,0,28,0,21,0,15,0,9,0,3,0,0,0,8,0,6,0,5,0,5,0,4,0,3,0,0,0,29,0,22,0,16,0,10,0,5,0,0,0,0,0
682,37,0,28,0,21,0,15,0,9,0,3,0,0,0,8,0,6,0,5,0,5,0,4,0,3,0,0,0,29,0,22,0,16,0,10,0,5,0,0,0,0,0
683,37,0,28,0,21,0,15,0,9,0,3,0,0,0,8,0,6,0,5,0,5,0,4,0,3,0,0,0,29,0,22,0,16,0,10,0,5,0,0,0,0,0
684,37,0,28,0,21,0,15,0,9,0,3,0,0,0,8,0,6,0,5,0,5,0,4,0,3,0,0,0,29,0,22,0,16,0,10,0,5,0,0,0,0,0
685,37,0,28,0,21,0,15,0,9,0,4,0,0,0,8,0,5,0,5,0,5,0,4,0,4,0,0,0,29,0,23,0,16,0,10,0,5,0,0,0,0,0
686,37,0,28,0,21,0,15,0,9,0,4,0,0,0,8,0,5,0,5,0,4,0,4,0,4,0,0,0,29,0,23,0,16,0,11,0,5,0,0,0,0,0
687,37,0,28,0,21,0,16,0,9,0,4,0,0,0,8,0,5,0,5,0,5,0,4,0,4,0,0,0,29,0,23,0,16,0,11,0,5,0,0,0,0,0
688,37,0,28,0,21,0,16,0,9,0,4,0,0,0,8,0,5,0,5,0,5,0,4,0,4,0,0,0,29,0,23,0,16,0,11,0,5,0,0,0,0,0
689,37,0,28,0,22,0,16,0,9,0,4,0,0,0,7,0,5,0,6,0,5,0,4,0,4,0,0,0,30,0,23,0,16,0,11,0,5,0,0,0,0,0
690,37,0,28,0,22,0,16,0,10,0,4,0,0,0,7,0,5,0,5,0,5,0,5,0,4,0,0,0,30,0,23,0,17,0,11,0,5,0,0,0,0,0
691,37,0,28,0,22,0,16,0,10,0,4,0,0,0,7,0,5,0,5,0,5,0,5,0,4,0,0,0,30,0,23,0,17,0,11,0,5,0,0,0,0,0
692,37,0,29,0,22,0,16,0,10,0,4,0,0,0,7,0,6,0,5,0,5,0,5,0,4,0,0,0,30,0,23,0,17,0,11,0,5,0,0,0,0,0
693,37,0,29,0,22,0,16,0,10,0,4,0,0,0,7,0,6,0,5,0,5,0,5,0,4,0,0,0,30,0,23,0,17,0,11,0,5,0,0,0,0,0
694,37,0,29,0,22,0,16,0,10,0,4,0,0,0,7,0,6,0,5,0,5,0,5,0,4,0,0,0,30,0,23,0,17,0,11,0,5,0,0,0,0,0
695,37,0,29,0,22,0,16,0,10,0,4,0,0,0,7,0,6,0,5,0,5,0,5,0,4,0,0,0,30,0,23,0,17,0,11,0,5,0,0,0,0,0
696,37,0,29,0,22,0,16,0,10,0,4,0,0,0,7,0,6,0,5,0,5,0,5,0,4,0,0,0,30,0,23,0,17,0,11,0,5,0,0,0,0,0
697,37,0,29,0,22,0,16,0,10,0,4,0,0,0,7,0,6,0,5,0,5,0,5,0,4,0,0,0,30,0,23,0,17,0,11,0,5,0,0,0,0,0
698,38,0,29,0,22,0,16,0,10,0,4,0,0,0,8,0,6,0,5,0,5,0,4,0,4,0,0,0,30,0,23,0,17,0,11,0,6,0,0,0,0,0
699,38,0,29,0,22,0,16,0,10,0,4,0,0,0,7,0,6,0,5,0,4,0,4,0,4,0,0,0,31,0,23,0,17,0,12,0,6,0,0,0,0,0
700,38,0,29,0,22,0,16,0,10,0,4,0,0,0,7,0,6,0,5,0,4,0,4,0,4,0,0,0,31,0,23,0,17,0,12,0,6,0,0,0,0,0
701,38,0,29,0,22,0,16,0,10,0,4,0,0,0,7,0,6,0,5,0,4,0,4,0,4,0,0,0,31,0,23,0,17,0,12,0,6,0,0,0,0,0
702,38,0,29,0,23,0,16,0,10,0,4,0,0,0,7,0,6,0,6,0,4,0,4,0,4,0,0,0,31,0,23,0,17,0,12,0,6,0,0,0,0,0
703,38,0,29,0,23,0,16,0,11,0,4,0,0,0,7,0,6,0,6,0,4,0,5,0,4,0,0,0,31,0,23,0,17,0,12,0,6,0,0,0,0,0
704,38,0,29,0,23,0,16,0,11,0,4,0,0,0,7,0,6,0,6,0,4,0,5,0,4,0,0,0,31,0,23,0,17,0,12,0,6,0,0,0,0,0
705,38,0,29,0,23,0,16,0,11,0,4,0,0,0,7,0,6,0,6,0,4,0,5,0,4,0,0,0,31,0,23,0,17,0,12,0,6,0,0,0,0,0
706,38,0,29,0,23,0,16,0,11,0,5,0,0,0,7,0,5,0,6,0,4,0,5,0,5,0,0,0,31,0,24,0,17,0,12,0,6,0,0,0,0,0
707,38,0,29,0,23,0,16,0,11,0,5,0,0,0,7,0,5,0,6,0,4,0,5,0,5,0,0,0,31,0,24,0,17,0,12,0,6,0,0,0,0,0
708,38,0,29,0,23,0,17,0,11,0,5,0,0,0,7,0,5,0,6,0,5,0,5,0,5,0,0,0,31,0,24,0,17,0,12,0,6,0,0,0,0,0
709,38,0,29,0,23,0,17,0,11,0,5,0,0,0,7,0,5,0,5,0,5,0,5,0,5,0,0,0,31,0,24,0,18,0,12,0,6,0,0,0,0,0
710,38,0,29,0,23,0,17,0,11,0,5,0,0,0,6,0,5,0,5,0,5,0,5,0,5,0,0,0,32,0,24,0,18,0,12,0,6,0,0,0,0,0
711,38,0,29,0,23,0,17,0,11,0,5,0,0,0,6,0,5,0,5,0,5,0,5,0,5,0,0,0,32,0,24,0,18,0,12,0,6,0,0,0,0,0
712,38,0,29,0,23,0,17,0,11,0,5,0,0,0,6,0,5,0,5,0,5,0,5,0,5,0,0,0,32,0,24,0,18,0,12,0,6,0,0,0,0,0
713,38,0,30,0,23,0,17,0,11,0,5,0,0,0,6,0,6,0,5,0,5,0,5,0,4,0,0,0,32,0,24,0,18,0,12,0,6,0,1,0,0,0
714,38,0,30,0,23,0,17,0,11,0,5,0,0,0,6,0,6,0,5,0,4,0,5,0,4,0,0,0,32,0,24,0,18,0,13,0,6,0,1,0,0,0
715,38,0,30,0,23,0,17,0,11,0,5,0,0,0,6,0,6,0,5,0,4,0,5,0,4,0,0,0,32,0,24,0,18,0,13,0,6,0,1,0,0,0
716,38,0,30,0,23,0,17,0,12,0,5,0,0,0,6,0,6,0,5,0,4,0,6,0,4,0,0,0,32,0,24,0,18,0,13,0,6,0,1,0,0,0
717,38,0,30,0,23,0,17,0,12,0,5,0,0,0,6,0,6,0,5,0,4,0,6,0,4,0,0,0,32,0,24,0,18,0,13,0,6,0,1,0,0,0
718,39,0,30,0,23,0,17,0,12,0,5,0,0,0,7,0,6,0,5,0,4,0,5,0,4,0,0,0,32,0,24,0,18,0,13,0,7,0,1,0,0,0
719,39,0,30,0,23,0,17,0,12,0,5,0,0,0,7,0,6,0,5,0,4,0,5,0,4,0,0,0,32,0,24,0,18,0,13,0,7,0,1,0,0,0
720,39,0,30,0,23,0,17,0,12,0,5,0,0,0,7,0,6,0,5,0,4,0,5,0,4,0,0,0,32,0,24,0,18,0,13,0,7,0,1,0,0,0
721,39,0,30,0,23,0,17,0,12,0,5,0,0,0,7,0,6,0,5,0,4,0,5,0,4,0,0,0,32,0,24,0,18,0,13,0,7,0,1,0,0,0
722,39,0,30,0,23,0,17,0,12,0,5,0,0,0,7,0,6,0,5,0,4,0,5,0,4,0,0,0,32,0,24,0,18,0,13,0,7,0,1,0,0,0
723,39,0,30,0,24,0,17,0,12,0,5,0,0,0,7,0,6,0,6,0,4,0,5,0,4,0,0,0,32,0,24,0,18,0,13,0,7,0,1,0,0,0
724,39,0,30,0,24,0,17,0,12,0,5,0,0,0,7,0,6,0,6,0,4,0,5,0,4,0,0,0,32,0,24,0,18,0,13,0,7,0,1,0,0,0
725,39,0,30,0,24,0,17,0,12,0,5,0,0,0,7,0,5,0,6,0,4,0,5,0,4,0,0,0,32,0,25,0,18,0,13,0,7,0,1,0,0,0
726,39,0,31,0,24,0,17,0,12,0,6,0,0,0,7,0,6,0,6,0,4,0,5,0,5,0,0,0,32,0,25,0,18,0,13,0,7,0,1,0,0,0
727,39,0,31,0,24,0,18,0,12,0,6,0,0,0,7,0,6,0,6,0,5,0,5,0,5,0,0,0,32,0,25,0,18,0,13,0,7,0,1,0,0,0
728,39,0,31,0,24,0,18,0,12,0,6,0,0,0,7,0,6,0,6,0,5,0,5,0,5,0,0,0,32,0,25,0,18,0,13,0,7,0,1,0,0,0
729,39,0,31,0,24,0,18,0,12,0,6,0,0,0,6,0,6,0,6,0,5,0,5,0,5,0,0,0,33,0,25,0,18,0,13,0,7,0,1,0,0,0
730,39,0,31,0,24,0,18,0,12,0,6,0,0,0,6,0,6,0,5,0,5,0,5,0,5,0,0,0,33,0,25,0,19,0,13,0,7,0,1,0,0,0
731,39,0,31,0,24,0,18,0,12,0,6,0,1,0,6,0,6,0,5,0,5,0,5,0,5,0,1,0,33,0,25,0,19,0,13,0,7,0,1,0,0,0
732,39,0,31,0,24,0,18,0,13,0,6,0,1,0,6,0,6,0,5,0,5,0,6,0,5,0,1,0,33,0,25,0,19,0,13,0,7,0,1,0,0,0
733,39,0,31,0,24,0,18,0,13,0,6,0,1,0,6,0,6,0,5,0,4,0,6,0,5,0,1,0,33,0,25,0,19,0,14,0,7,0,1,0,0,0
734,39,0,31,0,24,0,18,0,13,0,6,0,1,0,6,0,6,0,5,0,4,0,6,0,4,0,1,0,33,0,25,0,19,0,14,0,7,0,2,0,0,0
735,39,0,31,0,24,0,18,0,13,0,6,0,1,0,6,0,6,0,5,0,4,0,6,0,4,0,1,0,33,0,25,0,19,0,14,0,7,0,2,0,0,0
736,39,0,31,0,24,0,18,0,13,0,6,0,1,0,6,0,6,0,5,0,4,0,6,0,4,0,1,0,33,0,25,0,19,0,14,0,7,0,2,0,0,0
737,40,0,31,0,24,0,18,0,13,0,6,0,1,0,7,0,6,0,5,0,4,0,6,0,4,0,1,0,33,0,25,0,19,0,14,0,7,0,2,0,0,0
738,40,0,31,0,24,0,18,0,13,0,6,0,1,0,7,0,6,0,5,0,4,0,5,0,4,0,1,0,33,0,25,0,19,0,14,0,8,0,2,0,0,0
739,40,0,31,0,24,0,18,0,13,0,6,0,1,0,7,0,6,0,5,0,4,0,5,0,4,0,1,0,33,0,25,0,19,0,14,0,8,0,2,0,0,0
740,40,0,32,0,24,0,18,0,13,0,6,0,1,0,7,0,7,0,5,0,4,0,5,0,4,0,1,0,33,0,25,0,19,0,14,0,8,0,2,0,0,0
741,40,0,32,0,24,0,18,0,13,0,6,0,1,0,7,0,7,0,5,0,4,0,5,0,4,0,1,0,33,0,25,0,19,0,14,0,8,0,2,0,0,0
742,40,0,32,0,24,0,18,0,13,0,6,0,1,0,7,0,7,0,5,0,4,0,5,0,4,0,1,0,33,0,25,0,19,0,14,0,8,0,2,0,0,0
743,40,0,32,0,25,0,18,0,13,0,6,0,1,0,7,0,7,0,6,0,4,0,5,0,4,0,1,0,33,0,25,0,19,0,14,0,8,0,2,0,0,0
744,40,0,32,0,25,0,18,0,13,0,6,0,1,0,7,0,7,0,6,0,4,0,5,0,4,0,1,0,33,0,25,0,19,0,14,0,8,0,2,0,0,0
745,40,0,32,0,25,0,18,0,13,0,6,0,1,0,7,0,7,0,6,0,4,0,5,0,4,0,1,0,33,0,25,0,19,0,14,0,8,0,2,0,0,0
746,41,0,32,0,25,0,18,0,13,0,7,0,1,0,8,0,6,0,6,0,4,0,5,0,5,0,1,0,33,0,26,0,19,0,14,0,8,0,2,0,0,0
747,41,0,32,0,25,0,19,0,13,0,7,0,1,0,8,0,6,0,6,0,5,0,5,0,5,0,1,0,33,0,26,0,19,0,14,0,8,0,2,0,0,0
748,41,0,32,0,25,0,19,0,13,0,7,0,1,0,8,0,6,0,6,0,5,0,5,0,5,0,1,0,33,0,26,0,19,0,14,0,8,0,2,0,0,0
749,41,0,32,0,25,0,19,0,13,0,7,0,1,0,7,0,6,0,6,0,5,0,5,0,5,0,1,0,34,0,26,0,19,0,14,0,8,0,2,0,0,0
